token	apariciones	ejemplos (Strong: definición)
wield	2	G2715: Potestad. Tener (wield) lleno privilegio sobre || H8610: Asiólo. Manipulate, es decir, apoderarse; principalmente a capturar, wield, específicamente, a overlay; figurativamente, a uso unwarrantably
transition	2	G3568: Este. "ahora" (como adverbio de date, transition o emphasis); también como sustantivo o adjetivo presente o immediate || H5674: Pasó. Cross sobre; usado muy ampliamente de cualquier transition (literal o figurativo; transitivo, intransitivo, intensivo, causativo); específicamente, a cubrir (en copulation)
coppery	2	G5470: Metal. Coppery || H5153: Metal. Coppery, es decir, (figurativamente) duro
driver	2	G1396: Lo pongo en servidumbre. Ser esclavo-driver, es decir, a enslave (figurativamente, someter) || H6571: Jinetes. Steed (como stretched fuera a vehicle, no solo nor para mounting); también (por implicación) driver (en carro), es decir, (colectivamente) cavalry
inhabit	2	G3611: Mora. Ocupar casa, es decir, residir (figurativamente, inhabit, permanecer, inhere); por implicación, a cohabit || G1774: Mora. Inhabit (figurativamente)
assault	2	G2721: Se levantaron. Estar en pie sobre contra, es decir, precipitarse sobre (assault) || G4911: Agolpóse. Estar en pie arriba junto, es decir, a resistirir (o assault) juntamente
careless	2	G272: Dejaré. Ser careless de || H7961: Reposada. Tranquil; (en malo sentido) careless; en abstracto, seguridad
tidings	2	G32: Ángel. Compárese G34 (ἀγέλη)) (to traer tidings); messenger; especialmente "ángel"; por implicación, pastor || H1309: Nueva. Glad tidings; por implicación, reward forgood news
oversee	2	G1983: Mirando. Oversee; por implicación, a beware || H6485: Visitaré. Visit (con amistoso o hostil intent); por analogía, a oversee, muster, charge, cuidado para, miss, depósito, etc..
babble	2	G3150: Vanas pláticas. Random hablar, es decir, babble || H981: Profiere. Babble; de aquí, a vociferate angrily
ones	2	G3062: Otro. Remaining ones || H6941: Tristes. Blackish ones (es decir, en sackcloth); usado adverbialmente, en mourning weeds
ge	2	G1067: Infierno. Valle de (hijo de) Hinnom; ge-henna (o Ge-Hinnom), valle de Jerusalén, usado (figurativamente) como nombre para lugar (o estado) de everlasting castigo || G1067: Infierno. Valle de (hijo de) Hinnom; ge-henna (o Ge-Hinnom), valle de Jerusalén, usado (figurativamente) como nombre para lugar (o estado) de everlasting castigo
gabriel	2	G1043: Gabriel, archangel || H1403: Gabriel, archangel
miserable	2	G5005: Cuitado. Enduring trial, es decir, miserable || G1652: Miserable. Pitiable
worthlessness	2	G955: Worthlessness; Belial, como epíteto de Satan || H1100: Impía. Sin profit, worthlessness; por extensión, destrucción, maldad
extreme	2	G5111: Osó. Probablemente sí mismo de base de G5056 (τέλος) mediante la idea de extreme conduct); a venture (en sentido objetivo o en acto; mientras G2292 (θαῤῥέω) es más bien subjetivo o en sentimiento); por implicación, a ser courageous || G204: Ángulo. Perteneciente a extreme corner
courageous	2	G5111: Osó. Probablemente sí mismo de base de G5056 (τέλος) mediante la idea de extreme conduct); a venture (en sentido objetivo o en acto; mientras G2292 (θαῤῥέω) es más bien subjetivo o en sentimiento); por implicación, a ser courageous || H2388: Restauró. Sujetar sobre; de aquí, a apoderarse, ser fuerte (figurativamente, courageous, causativamente strengthen, curar, ayuda, repair, fortify), obstinado; a atar, restrain, conquer
coast	2	G4950: Sirte. Shoal (de sand drawn thither por waves), es decir, Syrtis Major o grande bay en norte coast de Africa || H339: Isla. Propiamente, habitable mancha (como desirable); seco tierra, coast, isla
departed	2	G86: Sepulcro. Propiamente, unseen, es decir, "Hades" o lugar (estado) de departed souls || G2709: Debajo de la tierra. Subterranean, es decir, infernal (perteneciente a world de departed spirits)
hillock	2	G1015: Collado. Hillock || H1389: Collado. Hillock
servitor	2	G4889: Siervo. A co-esclavo, es decir, servitor o ministrant de mismo maestro (humano o divina) || G4342: Asistían. Ser earnest hacia, es decir, (to cosa) a persevere, ser constantly diligent, o (en lugar) a atender assiduously todo exercises, o (to persona) a adherirse estrechamente a (como servitor)
ire	2	G3709: Ira. Propiamente, deseo (como reaching adelante o excitement de mente), es decir, (por analogía), violento pasión (ire, o (justifiable) abhorrence); por implicación castigo || H639: Ira. Propiamente, nose o nostril; de aquí, rostro, y veces persona; también (de rápido breathing en pasión) ire
vale	2	G2480: Vale. Tener (o ejercer) fuerza (literal o figurativamente) || H6010: Valle. Vale (es decir, broad depression)
god's	2	G4638: Tabernáculo. Encampment, es decir, (figurativamente) Templo (como God's morada), cuerpo (como tenement para alma) || H2195: Ira. Estrictamente froth en boca, es decir, (figurativamente) fury (especialmente de God's displeasure con sin)
tile	2	G2766: Tejado. Earthenware, es decir, tile (por analogía, delgado techo o awning) || H5508: Jacinto. Probablemente a (black) tile (o tessara) forlaying borders con
awning	2	G2766: Tejado. Earthenware, es decir, tile (por analogía, delgado techo o awning) || H4374: Pabellón. Cubierta, es decir, vestidura; específicamente, coverlet (para lecho), awning (de sol); también omentum (como cubierta intestines)
trifles	2	G3054: Contiendan. Ser disputatious (en trifles) || G3055: Contiendas de palabras. Disputation acerca de trifles ("logomachy")
illuminated	2	G5460: Luz. Lustrous, es decir, transparent o bien-illuminated (figurativamente) || H6289: Mustios. Propiamente, illuminated, es decir, resplandor; como sustantivo, flush (de ansiedad)
hateful	2	G2190: Enemigo. Hateful (pasivamente, odious, o activamente, hostil); habitualmente como sustantivo, adversary (especialmente Satan) || G2319: Aborrecedores de Dios. Hateful a Dios, es decir, impious
odious	2	G2190: Enemigo. Hateful (pasivamente, odious, o activamente, hostil); habitualmente como sustantivo, adversary (especialmente Satan) || G4767: Aborrecibles. Hated, es decir, odious
shrine	2	G3485: Templo. Fane, shrine, templo || H1687: Oráculo. Shrine o innermost parte de sanctuary
gown	2	G4749: Ropas. Equipment, es decir, (especialmente), a "stole" o largo-fitting gown (como marca de dignidad) || H6361: Sus calzas. Gown (como si hammered fuera amplio)
sarah	2	G4564: Sarra (es decir, Sarah), esposa de Abraham || H8283: Sarah, Abraham's esposa
advantageous	2	G5624: Útil. Helpful o serviceable, es decir, advantageous || G3081: Mejor. Impersonalmente, ello answers propósito, es decir, es advantageous
anna	2	G451: Ana. Anna, un israelitass || H511: Anna. Elkanah, nombre de varios Israelitas
forgive	2	G1943: Son cubiertos. Ocultar, es decir, (figurativamente) forgive || H5545: Perdonar. Forgive
sentinel	2	G2684: Para espiar. Ser sentinel, es decir, a inspect insidiously || G5432: Guardará. Ser watcher en avance, es decir, a monte guardia como sentinel (poste spies en gates); figurativamente, a hem en, proteger
silk	2	G4596: Seda. De aquí nombre de silk-worm); Seric, es decir, silken (neutro como sustantivo, silky fabric) || H4897: Seda. Silk (como drawn de cocoon)
harbor	2	G3040: Puerto. Harbor || H4231: Puerto. Harbor (como cerrar en por shore)
eleventh	2	G1734: Undécimo. Eleventh || H6249: Eleven o (ordinal) eleventh
pigeon	2	G4058: Paloma. Pigeon || H699: Ventanas. Lattice; (por implicación) ventana, dovecot (porque de pigeon-holes), chimney (con su apertures para humo), sluice (con openings para agua)
clang	2	G214: Gemían. Vociferate, es decir, (por implicación) a wail; figurativamente, a clang || H8628: Tocó. Clatter, es decir, slap (manos junto), clang (instrumento); por analogía, a empujar (nail o tienda-pin, dart, etc..); por implicación, a llegar ser bondsman por handclasping)
partner	2	G4865: Ayudéis. Lucha en compañía con, es decir, (figurativamente) a ser partner (assistant) || H2271: Compañeros. Partner
autumn	2	G5352: Marchitos como en otoño. Afín a base de G5351 (φθείρω)) y G3703 (ὀπώρα) (significado late autumn); autumnal (como stripped de leaves) || H2779: Invierno. Propiamente, cosecha gathered, es decir, (por implicación) autumn (y invierno) tiempo; figurativamente, ripeness de edad
interview	2	G2477: Ver. Ser knowing (learned), es decir, (por implicación) a visit para information (interview) || G1783: Oración. Interview, es decir, (especialmente) supplication
repletion	2	G4096: Grosura. Quizá afín a alternativo de G4095 (πίνω) mediante la idea de repletion); plumpness, es decir, (por implicación) richness (oiliness) || G4138: Llenas. Repletion o cumplimiento, es decir, (en sentido subjetivo) qué fills (como contents, supplement, copiousness, multitude), o (en sentido objetivo) qué es filled (como container, performance, period)
situated	2	G2179: Efeso. Ephesine, o situated en Ephesus || H8042: Izquierdo. Situated en izquierda lado
expectancy	2	G3306: Está. Quedarse (en dado lugar, estado, relación o expectancy) || H8615: Cordón. Literalmente cuerda (como attachment); figurativamente, expectancy
rejected	2	G579: Hay que desechar. Echar fuera, es decir, (figurativamente) tal como a ser rejected || G96: Réprobos. Unapproved, es decir, rejected; por implicación, sin valor (literalmente o moralmente)
bleached	2	G4616: Sábana. Byssos, es decir, bleached lino (tela o vestidura de ello) || H8336: Lino. Bleached stuff, es decir, blanco lino o (por analogía) marble
labrador	2	G1092: Labrador. Tierra-trabajador, es decir, farmer || H406: Labrador. Farmer
idiom	2	G3588: El. (veces a ser supplied, en otros omitted, en English idiom) || H4310: Qué. Quien? (veces, por peculiar idiom, de cosas); también (indefinidamente) whoever; menudo usado en oblicuo construction con prefijo o suffix
gracious	2	G2436: Propicio. Alegre (como attractive), es decir, propitious; adverbialmente (por hebraísmo) Dios ser gracious!, es decir, (en averting alguno calamidad) lejos ser ello || H2587: Piadoso. Gracious
delusion	2	G539: Error. Delusion || H4123: Mentiras. Delusion
affected	2	G3663: Semejantes. Similarly affected || H3648: Inflámanse. Propiamente, a intertwine o pacto, es decir, (por implicación) a shrivel (como con calor); figurativamente, a ser deeply affected con pasión (amar o compasión)
overlook	2	G3865: Eran menospreciadas. Overlook o disregard || G5237: Habiendo disimulado. Overlook, es decir, no castigar
questions	2	G5101: Qué. Interrogativo pronombre, quien, el cual o qué (en directo o indirect questions) || G1833: Preguntad. Probar a fondo (por questions), es decir, averiguar o interrogate
formerly	2	G3819: Ya días. (adverbialmente) formerly, o (por relativamente) sometime since; (elípticamente como adjetivo) ancient || H3528: Ni tiene ya. Propiamente, extensión de tiempo, es decir, grande mientras; de aquí, largo ago, formerly, hitherto
ancient	2	G3819: Ya días. (adverbialmente) formerly, o (por relativamente) sometime since; (elípticamente como adjetivo) ancient || G4251: Prisca. Femenino de Priscus, ancient; Priska, Cristiano mujer
pledged	2	G1450: Fiador. Pledged (como si articulated por miembro), es decir, bondsman || H5671: Algo pledged, es decir, (colectivamente) pawned goods
rut	2	G5163: Pasos. Track (como rueda-rut), es decir, (figurativamente) curso de conduct || G5147: Sendas. Afín a,, y base de G5131 (τράγος), G5134 (τραῦμα)); rut o worn track
formula	2	G3446: Formation, es decir, (por implicación), apariencia (semblance o (en concreto) formula) || H3706: Así (solo en formula 'and así adelante')
countryman	2	G4139: Junto. (adverbialmente) cerrar por; como sustantivo, neighbor, es decir, compañero (como hombre, countryman, Cristiano o amigo) || G4773: Pariente. Relativo (por sangre); por extensión, compañero countryman
southern	2	G3558: Austro. Sur(-occidente) viento; por extensión, southern quarter sí mismo || H5045: Mediodía. Sur (de su drought); específicamente, Negeb o southern distrito de Judá, veces, Egipto (como sur a Palestina)
example	2	G4295: Primero. Yacer delante de vista, es decir, (figurativamente) a ser presente (to mente), a estar en pie adelante (como example o reward) || H4929: Guarda. Guardia (hombre, poste o prisión); depósito (figurativamente); también (como observed) uso (en abstracto), o example (en concreto)
gorge	2	G5526: Hartar. Fodder, es decir, (en general) a gorge (proveer comida en abundancia) || H1516: Valle. Gorge (de su encumbrado sides; de aquí, estrecho, pero no gully o invierno-torrent)
bondage	2	G1201: Cárcel. Lugar de bondage, es decir, dungeon || H2670: Libre. Exempt (de bondage, impuesto o cuidado)
knoll	2	G1115: Gólgotha. Skull; Golgotha, knoll cerca Jerusalén || G1042: Knoll; gabbatha, vernacular término para Romano tribunal en Jerusalén
intellectual	2	G5428: Prudencia. Mental acción o activity, es decir, intellectual o moral insight || H8454: Ley. Sostener o (por implicación) ability, es decir, (directo) ayuda, (en propósito) undertaking, (intellectual) understanding
team	2	G2201: Par. Couple, es decir, team (de oxen yoked junto) o brace (de birds atado junto) || H7393: Carros. Vehicle; por implicación, team; por extensión, cavalry; por analogía rider, es decir, superior millstone
oxen	2	G2201: Par. Couple, es decir, team (de oxen yoked junto) o brace (de birds atado junto) || H4451: Con una aguijada. Goad para oxen
brace	2	G2201: Par. Couple, es decir, team (de oxen yoked junto) o brace (de birds atado junto) || H4226: Para las junturas. Joiner, es decir, brace o cramp
hungry	2	G4361: Grande hambre. Hungering además, es decir, intensamente hungry || H7457: Hambriento. Hungry (más o menos intensamente)
